timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State63.82,1
129480,31,58,49,750,2,10,0,24.57,1009.33,39.47,299.01,63.82,1
130476,32,59,49,750,2,9,0,24.56,1009.33,39.48,299.28,63.82,1
131472,32,59,49,750,2,10,0,24.56,1009.33,39.49,300.10,63.73,1
132468,32,59,49,750,2,9,0,24.55,1009.34,39.49,299.28,63.73,1
133464,32,59,49,749,2,10,0,24.55,1009.34,39.51,299.28,63.73,1
134460,32,59,49,750,2,9,0,24.54,1009.34,39.53,298.20,63.73,1
135456,32,59,49,749,2,9,0,24.54,1009.34,39.55,299.01,63.73,1
136452,31,58,49,750,2,9,0,24.54,1009.34,39.58,300.92,63.73,1
137448,32,59,49,750,2,9,0,24.54,1009.34,39.61,296.60,63.73,1
138444,32,59,48,750,2,9,0,24.53,1009.34,39.64,298.47,63.73,1
139440,32,59,49,750,2,9,0,24.53,1009.34,39.67,299.55,63.82,1
140436,32,58,49,751,2,10,0,24.53,1009.33,39.70,299.01,63.82,1
141432,32,59,49,751,2,9,0,24.53,1009.33,39.72,298.74,63.82,1
142428,31,59,49,751,2,9,0,24.53,1009.33,39.73,299.01,63.82,1
143424,32,58,49,751,2,9,0,24.53,1009.33,39.75,298.20,63.82,1
144420,32,59,49,752,3,9,0,24.53,1009.33,39.76,300.10,63.90,1
145416,32,59,49,752,2,9,0,24.53,1009.32,39.78,299.28,63.90,1
146412,31,59,49,752,2,10,0,24.53,1009.32,39.80,299.01,63.90,1
147408,32,59,50,752,2,9,0,24.53,1009.32,39.81,299.55,63.98,1
148404,31,58,49,753,2,9,0,24.53,1009.31,39.83,299.01,63.98,1
149400,32,59,49,753,2,9,0,24.54,1009.31,39.83,298.74,64.07,1
150396,31,59,49,752,2,10,0,24.54,1009.30,39.86,300.37,64.07,1
151392,32,59,49,752,2,10,0,24.54,1009.30,39.85,299.83,64.07,1
152388,32,58,49,753,2,9,0,24.54,1009.30,39.85,299.01,64.07,1
153384,32,58,50,753,2,10,0,24.54,1009.30,39.85,297.93,63.98,1
154380,31,58,49,754,2,9,0,24.54,1009.31,39.87,299.01,63.98,1
155376,31,59,49,753,2,9,0,24.54,1009.31,39.87,298.47,63.98,1
156372,32,59,50,753,2,10,0,24.54,1009.31,39.87,297.93,63.90,1
157368,32,59,50,754,2,10,0,24.55,1009.32,39.86,297.93,63.90,1
158364,32,59,50,753,2,10,0,24.55,1009.32,39.88,297.93,63.98,1
159360,32,59,50,753,2,9,0,24.55,1009.31,39.89,298.47,63.98,1
160356,32,59,49,754,2,10,0,24.55,1009.31,39.88,298.47,63.98,1
161352,32,58,50,753,2,10,0,24.55,1009.31,39.89,297.40,63.98,1
162348,31,59,50,753,2,10,0,24.55,1009.31,39.92,295.80,63.98,1
163344,32,59,50,754,2,10,0,24.55,1009.31,39.92,297.13,63.90,1
164340,32,59,50,754,2,9,0,24.55,1009.32,39.93,297.13,63.90,1
165336,32,58,49,754,2,10,0,24.56,1009.32,39.94,297.93,63.90,1
166332,32,59,50,754,2,9,0,24.56,1009.32,39.93,297.67,63.82,1
167328,32,59,50,754,2,10,0,24.56,1009.33,39.92,297.93,63.82,1
168324,32,59,50,754,2,10,0,24.56,1009.33,39.92,297.93,63.82,1
169320,32,59,50,755,2,9,0,24.56,1009.33,39.92,297.13,63.82,1
170316,32,59,50,754,2,9,0,24.57,1009.33,39.93,296.33,63.73,1
171312,32,59,50,754,2,9,0,24.57,1009.34,39.92,297.13,63.73,1
172308,32,59,50,754,2,9,0,24.57,1009.34,39.91,297.40,63.73,1
173304,31,59,50,754,2,10,0,24.57,1009.34,39.89,297.13,63.65,1
174300,32,59,50,755,2,9,0,24.57,1009.35,39.91,296.07,63.65,1
175296,32,59,51,755,2,9,0,24.57,1009.35,39.91,297.40,63.65,1
176292,32,58,50,754,2,10,0,24.58,1009.35,39.92,296.33,63.65,1
177288,32,58,51,754,2,9,0,24.58,1009.35,39.92,297.13,63.57,1
178284,32,59,50,754,2,11,0,24.58,1009.36,39.93,296.86,63.57,1
179280,31,59,50,755,2,10,0,24.58,1009.36,39.92,296.07,63.65,1
180276,32,59,50,754,2,10,0,24.58,1009.35,39.93,297.93,63.65,1
181272,32,59,51,755,2,9,0,24.58,1009.35,39.91,297.13,63.65,1
182268,32,59,50,755,2,11,0,24.58,1009.35,39.90,296.86,63.65,1
183264,32,59,50,755,2,9,0,24.58,1009.35,39.90,295.27,63.65,1
184260,32,59,50,754,2,9,0,24.59,1009.35,39.89,296.33,63.65,1
185256,32,59,51,754,2,10,0,24.59,1009.35,39.90,296.33,63.65,1
186252,33,59,50,754,2,10,0,24.59,1009.35,39.93,296.33,63.65,1
187248,32,59,50,755,2,10,0,24.59,1009.35,39.92,296.33,63.73,1
188244,32,59,50,755,2,10,0,24.59,1009.34,39.94,296.60,63.73,1
189240,31,59,51,755,2,10,0,24.59,1009.34,39.94,294.75,63.82,1
190236,32,59,50,755,2,9,0,24.59,1009.33,39.93,296.33,63.82,1
191232,32,59,50,755,2,10,0,24.59,1009.33,39.93,295.80,63.73,1
192228,33,59,51,755,2,9,0,24.60,1009.34,39.93,295.54,63.82,1
193224,32,59,51,755,2,9,0,24.60,1009.33,39.93,296.33,63.82,1
194220,31,60,50,755,2,10,0,24.60,1009.33,39.92,296.33,63.73,1
195216,32,59,51,755,2,10,0,24.60,1009.34,39.90,295.27,63.73,1
196212,32,59,51,755,2,10,0,24.60,1009.34,39.90,295.27,63.73,1
197208,32,59,50,755,3,9,0,24.60,1009.34,39.89,295.01,63.73,1
198204,32,59,51,755,2,9,0,24.60,1009.34,39.87,296.86,63.73,1
199200,32,59,51,755,2,9,0,24.61,1009.34,39.86,297.13,63.73,1
200196,32,59,51,755,2,10,0,24.61,1009.34,39.85,295.27,63.73,1
201192,32,59,51,755,2,10,0,24.61,1009.34,39.86,296.33,63.73,1
202188,33,59,51,755,2,9,0,24.61,1009.34,39.84,295.54,63.82,1
203184,32,59,51,755,2,9,0,24.61,1009.33,39.83,296.07,63.90,1
